boro,order_no,main_st,from_st,to_st,sos
B,P-00097673,DECATUR AVENUE,EAST FORDHAM ROAD,EAST  193 STREET,W
B,P-00097680,EAST FORDHAM ROAD,HUGHES AVENUE,BELMONT AVENUE,S
B,P-00097691,KATONAH AVENUE,EAST  235 STREET,EAST  236 STREET,E
B,P-00097700,WHITE PLAINS ROAD,EAST  213 STREET,EAST GUNHILL ROAD,W
B,P-010938  ,WOOD AVENUE,METROPOLITAN AVENUE,WEST AVENUE,S
B,P-01249551,EAST  205 STREET,PERRY AVENUE,BAINBRIDGE AVENUE,N
B,P-01249755,WESTCHESTER AVENUE,EVERGREEN AVENUE,COLGATE AVENUE,N
B,P-01249757,WESTCHESTER AVENUE,BURR AVENUE,COLONIAL AVENUE,N
B,P-01249822,PELHAM PARKWAY SOUTH,WILSON AVENUE,EASTCHESTER ROAD,N
B,P-01249890,EAST  208 STREET,DEKALB AVENUE,JEROME AVENUE,N
B,P-01249901,EAST  205 STREET,PERRY AVENUE,EAST  204 STREET,S
B,P-01249905,EAST  206 STREET,BAINBRIDGE AVENUE,PERRY AVENUE,S
B,P-01249961,KOSSUTH AVENUE,EAST  210 STREET,DEKALB AVENUE,W
B,P-01249962,THIRD AVENUE,EAST  152 STREET,EAST  153 STREET,E
B,P-01249994,THIRD AVENUE,EAST  147 STREET,EAST  148 STREET,E
B,P-01250205,WESTCHESTER AVENUE,COLONIAL AVENUE,SAINT PAULS AVENUE,N
B,P-01250214,WESTCHESTER AVENUE,CONTINENTAL AVENUE,WILKINSON AVENUE,N
B,P-01250221,WESTCHESTER AVENUE,HOBART AVENUE,EDISON AVENUE,N
B,P-01250230,WESTCHESTER AVENUE,BUHRE AVENUE,PILGRIM AVENUE,N
B,P-01250308,FOREST AVENUE,EAST  160 STREET,EAST  158 STREET,E
B,P-01250350,WESTCHESTER AVENUE,ZEREGA AVENUE,PARKER STREET,N
B,P-01250358,WESTCHESTER AVENUE,ROWLAND STREET,ZEREGA AVENUE,N
B,P-01250361,WESTCHESTER AVENUE,BOYNTON AVENUE,ELDER AVENUE,N
B,P-01250371,WESTCHESTER AVENUE,ELDER AVENUE,WHEELER AVENUE,N
B,P-01250684,OAK POINT AVENUE,LONGFELLOW AVENUE,HUNTS POINT AVENUE,S
B,P-01251012,HUGHES AVENUE,EAST FORDHAM ROAD,DEAD END,E
B,P-01251140,UNIVERSITY AVENUE,WEST TREMONT AVENUE,WEST  176 STREET,W
B,P-01251239,WESTCHESTER AVENUE,SAINT PAUL AVENUE,CONTINENTAL AVENUE,N
B,P-01251242,WESTCHESTER AVENUE,GLOVER STREET,DORIS STREET,N
B,P-01251245,WESTCHESTER AVENUE,PARKER STREET,GLOVER STREET,N
B,P-01251250,WESTCHESTER AVENUE,CASTLE HILL AVENUE,PURDY STREET,N
B,P-01251253,WESTCHESTER AVENUE,TAYLOR AVENUE,BEACH AVENUE,N
B,P-01251255,WESTCHESTER AVENUE,LELAND AVENUE,THIERIOT AVENUE,N
B,P-01251259,WESTCHESTER AVENUE,PUGSLEY AVENUE,HUGH J GRANT CIRCLE,N
B,P-01251319,WEBSTER AVENUE,EAST  194 STREET,EAST  193 STREET,W
B,P-01251400,SOUTHERN BOULEVARD,ALDUS STREET,WESTCHESTER AVENUE,E
B,P-01251712,THIRD AVENUE,EAST  146 STREET,EAST  147 STREET,E
B,P-01252076,WESTCHESTER AVENUE,HARROD AVENUE,MORRISON AVENUE,N
B,P-01252084,WESTCHESTER AVENUE,MORRISON AVENUE,STRATFORD AVENUE,N
B,P-01252100,WESTCHESTER AVENUE,STRATFORD AVENUE,MANOR AVENUE,N
B,P-01252110,WESTCHESTER AVENUE,WARD AVENUE,BOYNTON AVENUE,N
B,P-01252156,WEBSTER AVENUE,BEDFORD PARK BOULEVARD,EAST  199 STREET,W
B,P-01252282,WESTCHESTER AVENUE,MANOR AVENUE,WARD AVENUE,N
B,P-01252590,PELHAM PARKWAY SOUTH,WILSON AVENUE,EASTCHESTER ROAD,S
B,P-01253722,KNOLLS CRESCENT,KAPPOCK STREET,KNOLLS CRESCENT,N
B,P-01253826,EAST BURNSIDE AVENUE,JEROME AVENUE,WALTON AVENUE,S
B,P-01255894,EAST TREMONT AVENUE,WATERBURY AVENUE,WHITTEMORE AVENUE,S
B,P-01256533,BERGEN AVENUE,EAST  152 STREET,EAST  153 STREET,E
B,P-01258538,BRONX RIV AVENUE,ROSEDALE AVENUE,EAST TREMONT AVENUE,N
B,P-01260196,WEST  233 STREET,BROADWAY,KINGSBRIDGE AVENUE,N
B,P-01260200,DREISER LOOP*W,DEFOE PLACE,CO-OP CITY BOULEVARD,E
B,P-01260617,WEBSTER AVENUE,EAST  168 STREET,EAST  167 STREET,W
B,P-01261300,ALEXANDER AVENUE,EAST  134 STREET,BRUCKNER BOULEVARD,W
B,P-01262969,THIRD AVENUE,WESTCHESTER AVENUE,EAST  152 STREET,E
B,P-01263251,GRAND CONCOURSE*W S/R,EAST  183 STREET,EAST  182 STREET,W
B,P-01263252,GRAND CONCOURSE*W S/R,EAST  182 STREET,EAST  181 STREET,W
B,P-01263253,GRAND CONCOURSE*W RDWY,EAST  181 STREET,EAST  180 STREET,W
B,P-01263254,GRAND CONCOURSE*W S/R,EAST  188 STREET,EAST  184 STREET,W
B,P-01263255,GRAND CONCOURSE*W S/R,EAST  184 STREET,FIELD PLACE,W
B,P-01263978,GRAND CONCOURSE,EAST  192 STREET,EAST FORDHAM ROAD,W
B,P-01264001,GRAND CONCOURSE,EAST FORDHAM ROAD,EAST  188 STREET,W
B,P-01264009,GRAND CONCOURSE,EAST  187 STREET,EAST  188 STREET,E
B,P-01264014,GRAND CONCOURSE,EAST  188 STREET,EAST FORDHAM ROAD,E
B,P-01264038,GRAND CONCOURSE,EAST FORDHAM ROAD,EAST  192 STREET,E
B,P-01264352,GRAND CONCOURSE*E S/R,EAST  180 STREET,EAST  181 STREET,E
B,P-01264356,GRAND CONCOURSE*E S/R,EAST  181 STREET,ANTHONY AVENUE,E
B,P-01264359,GRAND CONCOURSE*E S/R,EAST  182 STREET,EAST  183 STREET,E
B,P-01264363,GRAND CONCOURSE*E S/R,FIELD PLACE,EAST  184 STREET,E
B,P-01264365,GRAND CONCOURSE*E S/R,EAST  184 STREET,EAST  187 STREET,E
B,P-01264731,UNIONPORT ROAD,LAUREL DRIVE,EAST TREMONT AVENUE,E
B,P-01265389,WEBSTER AVENUE,EAST  205 STREET,EAST  204 STREET,W
B,P-01265417,WEST  230 STREET,BROADWAY,GODWIN TERRACE,N
B,P-01266777,EINSTEIN LOOP EAST,EINSTEIN LOOP NORTH,EINSTEIN LOOP SOUTH,W
B,P-01266791,EINSTEIN LOOP SOUTH,EINSTEIN LOOP EAST,HUTCH RIVER PARKWAY EAST,N
B,P-01266826,MACE AVENUE,FENTON AVENUE,EASTCHESTER ROAD,S
B,P-01266847,ASTOR AVENUE,HOLLAND AVENUE,WALLACE AVENUE,S
B,P-01267695,EAST  233 STREET,WHITE PLAINS ROAD,BARNES AVENUE,S
B,P-01267924,WALTON AVENUE,EAST FORDHAM ROAD,EAST  184 STREET,E
B,P-01268366,DREISER LOOP*E,CO-OP CITY BOULEVARD,DREISER LOOP SOUTH,W
B,P-01268385,DREISER LOOP*S,DREISER LOOP*E,DREISER LOOP*W,N
B,P-01268397,EAST  233 STREET,BYRON AVENUE,WHITE PLAINS ROAD,N
B,P-01268455,ROBERTS AVENUE,BLONDELL AVENUE,WILLIAMBRIDGE ROAD,S
B,P-01268546,DYRE AVENUE,LIGHT STREET,EAST  233 STREET,E
B,P-01268553,DYRE AVENUE,EAST  233 STREET,DARK STREET,E
B,P-01268563,DYRE AVENUE,EAST  233 STREET,LIGHT STREET,W
B,P-01268571,DYRE AVENUE,LUSTRE STREET,EAST  233 STREET,W
B,P-01268575,EAST  233 STREET,MERRITT AVENUE,DYRE AVENUE,N
B,P-01268969,EASTCHESTER ROAD,WARING AVENUE,MACE AVENUE,E
B,P-01268975,EASTCHESTER ROAD,ALLERTON AVENUE,MACE AVENUE,W
B,P-01268977,EASTCHESTER ROAD,KNAPP STREET,ADEE AVENUE,W
B,P-01269025,PELHAM PARKWAY NORTH,CRUGER AVENUE,WHITE PLAINS ROAD,N
B,P-01269243,EAST TREMONT AVENUE,PAULDING AVENUE,BRONXDALE AVENUE,N
B,P-01269920,EAST  241 STREET,RICHARDSON AVENUE,WHITE PLAINS ROAD,S
B,P-01270092,EAST  233 STREET,BARNES AVENUE,BUSSING AVENUE,S
B,P-01270260,EASTCHESTER ROAD,PELHAM PARKWAY SOUTH,MORRIS PARK AVENUE,W
B,P-01270807,BEDFORD PARK BOULEVARD,GOULDEN AVENUE,JEROME AVENUE,S
B,P-01271123,EAST  234 STREET,CARPENTER AVENUE,BRONX BOULEVARD,S
B,P-01271501,EAST  233 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,S
B,P-01271534,EAST  188 STREET,MARION AVENUE,WEBSTER AVENUE,S
B,P-01271704,JEROME AVENUE,EAST  179 STREET,EAST BURNSIDE AVENUE,E
B,P-01271708,JEROME AVENUE,WEST BURNSIDE AVENUE,WEST TREMONT AVENUE,W
B,P-01271711,JEROME AVENUE,EAST BURNSIDE AVENUE,EAST  181 STREET,E
B,P-01271746,JEROME AVENUE,WEST  181 STREET,WEST BURNSIDE AVENUE,W
B,P-01271755,EAST GUN HILL ROAD,HULL AVENUE,DECATUR AVENUE,S
B,P-01272008,EAST  241 STREET,WHITE PLAINS ROAD,RICHARDSON AVENUE,N
B,P-01272496,EAST  241 STREET,WHITE PLAINS ROAD,FURMAN AVENUE,S
B,P-01272542,EAST  234 STREET,CARPENTER AVENUE,BRONX BOULEVARD,N
B,P-01273544,BARTOW AVENUE,CO-OP CITY BOULEVARD,ASCH LOOP,N
B,P-01275007,CROSBY AVENUE,ROBERTS AVENUE,BUHRE AVENUE,E
B,P-01275773,WEST  231 STREET,BROADWAY,KINGSBRIDGE AVENUE,N
B,P-01276260,BROADWAY,KIMBERLY PLACE,VERVEELEN PLACE,E
B,P-01276471,EAST  163 STREET,SOUTHERN BOULEVARD,SIMPSON STREET,N
B,P-01276490,EAST  163 STREET,SIMPSON STREET,SOUTHERN BOULEVARD,S
B,P-01276509,EAST  167 STREET,GERARD AVENUE,RIVER AVENUE,N
B,P-01276684,EAST MT EDEN AVENUE,JEROME AVENUE,TOWNSEND AVENUE,S
B,P-01276688,EAST  165 STREET,WESTCHESTER AVENUE,FOX STREET,N
B,P-01276702,EAST MT EDEN AVENUE,TOWNSEND AVENUE,WALTON AVENUE,S
B,P-01276706,EAST MT EDEN AVENUE*N RDWY,GRAND CONCOURSE,WALTON AVENUE,N
B,P-01276714,EAST  167 STREET,GRANDVIEW PLACE,WALTON AVENUE,N
B,P-01276724,ALLERTON AVENUE,BARNES AVENUE,WALLACE AVENUE,N
B,P-01276775,EAST MT EDEN AVENUE*S RDWY,WALTON AVENUE,GRAND CONCOURSE,S
B,P-01276882,EDWARD L GRANT HIGHWAY,SHAKESPEARE AVENUE,NELSON AVENUE,E
B,P-01276883,GERARD AVENUE,EAST  158 STREET,EAST  161 STREET,E
B,P-01276886,EAST  167 STREET,GRANT AVENUE,SHERMAN AVENUE,N
B,P-01276890,EAST  167 STREET,RIVER AVENUE,JEROME AVENUE,N
B,P-01276892,EAST  167 STREET,SHERMAN AVENUE,SHERIDAN AVENUE,N
B,P-01276897,EAST  167 STREET,WALTON AVENUE,GERARD AVENUE,N
B,P-01276899,GERARD AVENUE,EAST  161 STREET,EAST  164 STREET,E
B,P-01276900,EAST  167 STREET,CLAY AVENUE,WEBSTER AVENUE,S
B,P-01276908,EAST  167 STREET,CROMWELL AVENUE,RIVER AVENUE,S
B,P-01276909,EAST  167 STREET,WEBSTER AVENUE,CLAY AVENUE,N
B,P-01276912,EAST  167 STREET,GERARD AVENUE,WALTON AVENUE,S
B,P-01276914,EAST  167 STREET,GRANT AVENUE,MORRIS AVENUE,S
B,P-01276922,EAST  167 STREET,RIVER AVENUE,GERARD AVENUE,S
B,P-01276923,EAST  167 STREET,SHERIDAN AVENUE,SHERMAN AVENUE,S
B,P-01276927,EAST  167 STREET,SHERMAN AVENUE,GRANT AVENUE,S
B,P-01276933,EAST  167 STREET,WALTON AVENUE,GRAND CONCOURSE,S
B,P-01276935,EAST  170 STREET,COLLEGE AVENUE,MORRIS AVENUE,N
B,P-01276937,EAST  170 STREET,GRAND CONCOURSE,WYTHE PLACE,N
B,P-01276940,EAST  170 STREET,TOWNSEND AVENUE,JEROME AVENUE,N
B,P-01276945,EAST  170 STREET,WALTON AVENUE,TOWNSEND AVENUE,N
B,P-01276948,EAST  170 STREET,WYTHE PLACE,WALTON AVENUE,N
B,P-01276952,WEBSTER AVENUE,CLAY AVENUE,EAST  168 STREET,W
B,P-01276953,EAST  170 STREET,JEROME AVENUE,WALTON AVENUE,S
B,P-01276955,EAST  170 STREET,WALTON AVENUE,GRAND CONCOURSE,S
B,P-01276966,GERARD AVENUE,EAST  158 STREET,EAST  161 STREET,W
B,P-01276990,JEROME AVENUE,EAST  170 STREET,EAST  171 STREET,E
B,P-01276993,JEROME AVENUE,EAST CLARKE PLACE,MARCY PLACE,E
B,P-01276997,JEROME AVENUE,ELLIOT PLACE,EAST  170 STREET,E
B,P-01277002,JEROME AVENUE,GERARD AVENUE,EAST CLARKE PLACE,E
B,P-01277004,JEROME AVENUE,MARCY PLACE,ELLIOT PLACE,E
B,P-01277009,JEROME AVENUE,EDWARD L GRANT HIGHWAY,SHAKESPEARE AVENUE,W
B,P-01277015,JEROME AVENUE*W RDWY,ELLIOTT PLACE,JEROME AVENUE,W
B,P-01277023,PLAZA DRIVE,WEST  170 STREET,ELLIOTT PLACE,E
B,P-01277163,GERARD AVENUE,EAST  161 STREET,EAST  162 STREET,W
B,P-01277165,GRAND CONCOURSE*W S/R,EAST  164 STREET,EAST  161 STREET,W
B,P-01277174,TOWNSEND AVENUE,EAST  170 STREET,EAST  171 STREET,E
B,P-01277202,BATHGATE AVENUE,EAST  189 STREET,EAST FORDHAM ROAD,E
B,P-01277234,TOWNSEND AVENUE,EAST  170 STREET,EAST  171 STREET,W
B,P-01277237,THIRD AVENUE,EAST  151 STREET,EAST  150 STREET,W
B,P-01277248,THIRD AVENUE,EAST  152 STREET,EAST  151 STREET,W
B,P-01277251,EAST KINGSBRIDGE ROAD,MORRIS AVENUE,CRESTON AVENUE,S
B,P-01277256,THIRD AVENUE,EAST  154 STREET,EAST  153 STREET,W
B,P-01277422,WEST  170 STREET,PLAZA DRIVE,INWOOD AVENUE,N
B,P-01277432,WEST  170 STREET,INWOOD AVENUE,PLAZA DRIVE,S
B,P-01277433,WEST MOUNT EDEN AVENUE,JEROME AVENUE,INWOOD AVENUE,S
B,P-01277449,WALTON AVENUE,EAST  170 STREET,ELLIOT PLACE,E
B,P-01277478,MARION AVENUE,EAST  193 STREET,EAST FORDHAM ROAD,E
B,P-01277483,WEST KINGSBRIDGE ROAD,JEROME AVENUE,RESERVOIR AVENUE,N
B,P-01277485,WEST KINGSBRIDGE ROAD,RESERVOIR AVENUE,UNIVERSITY AVENUE,N
B,P-01277493,WEST KINGSBRIDGE ROAD,WEBB AVENUE,SEDGWICK AVENUE,N
B,P-01277495,WEST KINGSBRIDGE ROAD,AQUEDUCT AVENUE WEST,GRAND AVENUE,S
B,P-01277497,WEST KINGSBRIDGE ROAD,DAVIDSON AVENUE,JEROME AVENUE,S
B,P-01277500,WEST KINGSBRIDGE ROAD,GRAND AVENUE,DAVIDSON AVENUE,S
B,P-01277503,WEST KINGSBRIDGE ROAD,UNIVERSITY AVENUE,AQUEDUCT AVENUE,S
B,P-01277505,WEST KINGSBRIDGE ROAD,WEBB AVENUE,UNIVERSITY AVENUE,S
B,P-01277669,WALTON AVENUE,EAST  171 STREET,EAST  170 STREET,E
B,P-01277671,WALTON AVENUE,EAST  161 STREET,EAST  158 STREET,W
B,P-01277674,WALTON AVENUE,EAST  164 STREET,EAST  161 STREET,W
B,P-01277686,EAST  146 STREET,WALTON AVENUE,GERARD AVENUE,N
B,P-01277688,WALTON AVENUE,EAST  170 STREET,ELLIOT PLACE,W
B,P-01277696,THIRD AVENUE,EAST  155 STREET,EAST  154 STREET,W
B,P-01277710,THIRD AVENUE,EAST  156 STREET,EAST  155 STREET,W
B,P-01277725,EAST TREMONT AVENUE,THIRD AVENUE,ARTHUR AVENUE,S
B,P-01277765,EAST  138 STREET,BROOK AVENUE,ST ANNS AVENUE,S
B,P-01277788,EDWARD L GRANT HIGHWAY,JESUP AVENUE,SHAKESPEARE AVENUE,E
B,P-01277915,WALTON AVENUE,EAST  171 STREET,EAST  170 STREET,W
B,P-01277953,WYTHE PLACE,EAST  170 STREET,EAST  171 STREET,E
B,P-01277988,WYTHE PLACE,EAST  171 STREET,EAST  170 STREET,W
B,P-01277993,EAST  146 STREET,GERARD AVENUE,WALTON AVENUE,S
B,P-01278806,WESTCHESTER AVENUE,CROSBY AVENUE,HOBART AVENUE,E
B,P-01278811,WESTCHESTER AVENUE,FERRIS PLACE,EAST TREMONT AVENUE,E
B,P-01278830,WESTCHESTER AVENUE,SANDS PLACE,WILKINSON AVENUE,E
B,P-01278831,EAST  149 STREET,COURTLANDT AVENUE,MORRIS AVENUE,N
B,P-01278832,WESTCHESTER AVENUE,BEACH AVENUE,TAYLOR AVENUE,S
B,P-01278833,EAST  149 STREET,GRAND CONCOURSE,WALTON AVENUE,N
B,P-01278839,EAST  149 STREET,MELROSE AVENUE,COURTLANDT AVENUE,N
B,P-01278846,EAST  149 STREET,MORRIS AVENUE,PARK AVENUE,N
B,P-01278890,EAST  149 STREET,BERGEN AVENUE,BROOK AVENUE,S
B,P-01278998,WESTCHESTER AVENUE,BOYNTON AVENUE,WARD AVENUE,S
B,P-01279000,WESTCHESTER AVENUE,CASTLE HILL AVENUE,HAVEMEYER AVENUE,S
B,P-01279005,WESTCHESTER AVENUE,CONTINENTAL AVENUE,BRUCKNER BOULEVARD,S
B,P-01279007,WESTCHESTER AVENUE,COLGATE AVENUE,EVERGREEN AVENUE,S
B,P-01279030,JEROME AVENUE,WEST  195 STREET,WEST KINGSBRIDGE ROAD,W
B,P-01279422,EAST  149 STREET,WALTON AVENUE,GRAND CONCOURSE,S
B,P-01279429,EAST  149 STREET,COURTLANDT AVENUE,THIRD AVENUE,S
B,P-01279458,EAST  149 STREET,MORRIS AVENUE,COURTLANDT AVENUE,S
B,P-01279464,EAST  149 STREET,PARK AVENUE,MORRIS AVENUE,S
B,P-01279474,EAST  161 STREET,SHERIDAN AVENUE,GRAND CONCOURSE,N
B,P-01279476,EAST  161 STREET,GRAND CONCOURSE,CONCOURSE VILLAGE WEST,S
B,P-01279478,EAST  161 STREET*N RDWY,GRAND CONCOURSE,WALTON AVENUE,N
B,P-01279484,EAST  161 STREET*N RDWY,WALTON AVENUE,GERARD AVENUE,N
B,P-01279597,EAST  161 STREET*S RDWY,GERARD AVENUE,WALTON AVENUE,S
B,P-01279602,EAST  161 STREET*S RDWY,RIVER AVENUE,GERARD AVENUE,S
B,P-01279615,GRAND CONCOURSE,EAST  144 STREET,EAST  149 STREET,E
B,P-01279624,GRAND CONCOURSE,EAST  149 STREET,EAST  150 STREET,E
B,P-01279626,GRAND CONCOURSE,EAST  150 STREET,EAST  153 STREET,E
B,P-01279799,WESTCHESTER AVENUE,CROSS BRONX EXPRESSWAY,PUGSLEY AVENUE,S
B,P-01279800,WESTCHESTER AVENUE,ELDER AVENUE,BOYNTON AVENUE,S
B,P-01279809,WESTCHESTER AVENUE,EVERGREEN AVENUE,WHEELER AVENUE,S
B,P-01279828,WESTCHESTER AVENUE,HAVEMEYER AVENUE,PARKER STREET,S
B,P-01279831,ALLERTON AVENUE,CRUGER AVENUE,WHITE PLAINS ROAD,N
